state,district,avg_monthly_updates,update_stability_score,anomaly_resolution_rate,resource_adequacy_score,capacity_classification,absorption_capability,explanatory_note
Gujarat,Dohad,2298.5,51.39887143800593,1.0,45.2,Adequately Resourced,At Risk,Stable operations (2298 avg updates) but moderate growth headroom. Monitor capacity trends.
Gujarat,Gandhinagar,14201.333333333334,43.682899339901645,1.0,54.1,Adequately Resourced,At Risk,Stable operations (14201 avg updates) but moderate growth headroom. Monitor capacity trends.
Gujarat,Gir Somnath,5350.333333333333,41.568017621970974,1.0,44.8,Adequately Resourced,At Risk,Stable operations (5350 avg updates) but moderate growth headroom. Monitor capacity trends.
Gujarat,Jamnagar,13115.5,45.51191178548119,1.0,53.7,Adequately Resourced,At Risk,Stable operations (13116 avg updates) but moderate growth headroom. Monitor capacity trends.
Gujarat,Junagadh,15504.666666666666,44.45464964737873,1.0,55.7,Adequately Resourced,At Risk,Stable operations (15505 avg updates) but moderate growth headroom. Monitor capacity trends.
Gujarat,Kachchh,20066.166666666668,44.837571950547904,1.0,60.2,Adequately Resourced,At Risk,Stable operations (20066 avg updates) but moderate growth headroom. Monitor capacity trends.
Gujarat,Kheda,17338.0,51.056040215589974,1.0,59.8,Adequately Resourced,At Risk,Stable operations (17338 avg updates) but moderate growth headroom. Monitor capacity trends.
Gujarat,Mahesana,16085.0,48.76336050983746,1.0,57.7,Adequately Resourced,At Risk,Stable operations (16085 avg updates) but moderate growth headroom. Monitor capacity trends.
Gujarat,Mahisagar,4270.833333333333,46.931095540701634,1.0,45.6,Adequately Resourced,At Risk,Stable operations (4271 avg updates) but moderate growth headroom. Monitor capacity trends.
Gujarat,Morbi,5396.666666666667,33.78857773028807,1.0,42.1,Adequately Resourced,At Risk,Stable operations (5397 avg updates) but moderate growth headroom. Monitor capacity trends.
Gujarat,Narmada,5404.5,44.81145331911608,1.0,45.9,Adequately Resourced,At Risk,Stable operations (5404 avg updates) but moderate growth headroom. Monitor capacity trends.
Gujarat,Navsari,7973.333333333333,49.75508256183779,1.0,50.2,Adequately Resourced,At Risk,Stable operations (7973 avg updates) but moderate growth headroom. Monitor capacity trends.
Gujarat,Panch Mahals,148.8,24.170325277183498,1.0,31.9,Under-Resourced,At Risk,Limited update activity (149/month) limits current capacity. High volatility suggests process issues.
Gujarat,Panchmahals,15915.5,44.534723313086324,1.0,56.1,Adequately Resourced,At Risk,Stable operations (15916 avg updates) but moderate growth headroom. Monitor capacity trends.
Gujarat,Patan,11861.0,45.87499902703917,1.0,52.6,Adequately Resourced,At Risk,Stable operations (11861 avg updates) but moderate growth headroom. Monitor capacity trends.
Gujarat,Porbandar,4729.666666666667,56.53058184879498,1.0,49.4,Adequately Resourced,At Risk,Stable operations (4730 avg updates) but moderate growth headroom. Monitor capacity trends.
Gujarat,Rajkot,30913.166666666668,48.57521376999237,1.0,72.1,Well Resourced,At Risk,Strong operational capacity with 30913 avg monthly updates and 49/100 stability. Monitor for demand surge.
Gujarat,Sabar Kantha,252.0,24.870623988383887,1.0,32.3,Under-Resourced,At Risk,Limited update activity (252/month) limits current capacity. High volatility suggests process issues.
Gujarat,Sabarkantha,14645.833333333334,43.79487589307633,1.0,54.6,Adequately Resourced,At Risk,Stable operations (14646 avg updates) but moderate growth headroom. Monitor capacity trends.
Gujarat,Surat,62734.833333333336,50.012558736670975,1.0,82.5,Well Resourced,At Risk,Strong operational capacity with 62735 avg monthly updates and 50/100 stability. Monitor for demand surge.
Gujarat,Surendra Nagar,13321.666666666666,48.45836314402598,1.0,54.9,Adequately Resourced,At Risk,Stable operations (13322 avg updates) but moderate growth headroom. Monitor capacity trends.
Gujarat,Surendranagar,288.0,21.28527676232988,1.0,31.1,Under-Resourced,At Risk,Limited update activity (288/month) limits current capacity. High volatility suggests process issues.
Gujarat,Tapi,5238.166666666667,46.32413250355999,1.0,46.3,Adequately Resourced,At Risk,Stable operations (5238 avg updates) but moderate growth headroom. Monitor capacity trends.
Gujarat,The Dangs,3003.1666666666665,51.611932458519824,1.0,46.0,Adequately Resourced,At Risk,Stable operations (3003 avg updates) but moderate growth headroom. Monitor capacity trends.
Gujarat,Vadodara,32770.5,48.00428965576387,1.0,73.7,Well Resourced,At Risk,Strong operational capacity with 32770 avg monthly updates and 48/100 stability. Monitor for demand surge.
Gujarat,Valsad,13002.5,54.05698408746247,1.0,56.6,Adequately Resourced,At Risk,Stable operations (13002 avg updates) but moderate growth headroom. Monitor capacity trends.
Haryana,Akhera,1.0,50.0,0.5,26.7,Under-Resourced,At Risk,Limited update activity (1/month) limits current capacity. Requires staffing or process review.
Haryana,Ambala,11017.666666666666,58.58391308561074,1.0,56.2,Adequately Resourced,At Risk,Stable operations (11018 avg updates) but moderate growth headroom. Monitor capacity trends.
Haryana,Bhiwani,13922.166666666666,56.776611562569435,1.0,58.4,Adequately Resourced,At Risk,Stable operations (13922 avg updates) but moderate growth headroom. Monitor capacity trends.
Haryana,Charkhi Dadri,2534.3333333333335,53.87925872438477,1.0,46.3,Adequately Resourced,At Risk,Stable operations (2534 avg updates) but moderate growth headroom. Monitor capacity trends.
Haryana,Faridabad,29190.166666666668,54.884146875025685,0.5,65.2,Well Resourced,At Risk,Strong operational capacity with 29190 avg monthly updates and 55/100 stability. Monitor for demand surge.
Haryana,Fatehabad,11897.0,54.29498243238985,1.0,55.6,Adequately Resourced,At Risk,Stable operations (11897 avg updates) but moderate growth headroom. Monitor capacity trends.
Haryana,Gurgaon,20367.0,47.80077241193359,1.0,61.6,Adequately Resourced,At Risk,Stable operations (20367 avg updates) but moderate growth headroom. Monitor capacity trends.
Haryana,Gurugram,0.0,100.0,1.0,55.0,Adequately Resourced,At Risk,Stable operations (0 avg updates) but moderate growth headroom. Monitor capacity trends.
Haryana,Hisar,19616.833333333332,48.731987784751965,1.0,61.2,Adequately Resourced,At Risk,Stable operations (19617 avg updates) but moderate growth headroom. Monitor capacity trends.
Haryana,Jhajjar,10104.833333333334,55.92360885714742,1.0,54.4,Adequately Resourced,At Risk,Stable operations (10105 avg updates) but moderate growth headroom. Monitor capacity trends.
Haryana,Jhajjar *,0.0,50.0,0.5,26.7,Under-Resourced,At Risk,Limited update activity (0/month) limits current capacity. Requires staffing or process review.
Haryana,Jind,14700.166666666666,58.80546878091691,1.0,59.9,Adequately Resourced,At Risk,Stable operations (14700 avg updates) but moderate growth headroom. Monitor capacity trends.
Haryana,Kaithal,12407.666666666666,50.467333115768696,1.0,54.8,Adequately Resourced,At Risk,Stable operations (12408 avg updates) but moderate growth headroom. Monitor capacity trends.
Haryana,Karnal,14104.833333333334,61.37994113792136,1.0,60.2,Adequately Resourced,At Risk,Stable operations (14105 avg updates) but moderate growth headroom. Monitor capacity trends.
Haryana,Kurukshetra,9583.5,53.630610503216836,1.0,53.1,Adequately Resourced,At Risk,Stable operations (9584 avg updates) but moderate growth headroom. Monitor capacity trends.
Haryana,Mahendragarh,8441.333333333334,56.338159863344984,1.0,52.9,Adequately Resourced,At Risk,Stable operations (8441 avg updates) but moderate growth headroom. Monitor capacity trends.
Haryana,Mewat,16612.0,50.41585380429567,1.0,58.8,Adequately Resourced,At Risk,Stable operations (16612 avg updates) but moderate growth headroom. Monitor capacity trends.
Haryana,Nuh,0.0,50.0,0.5,26.7,Under-Resourced,At Risk,Limited update activity (0/month) limits current capacity. Requires staffing or process review.
Haryana,Palwal,15335.333333333334,53.99687566601323,1.0,58.8,Adequately Resourced,At Risk,Stable operations (15335 avg updates) but moderate growth headroom. Monitor capacity trends.
Haryana,Panchkula,7285.5,48.39808572030957,1.0,49.0,Adequately Resourced,At Risk,Stable operations (7286 avg updates) but moderate growth headroom. Monitor capacity trends.
Haryana,Panipat,14958.666666666666,36.569430070780896,1.0,52.4,Adequately Resourced,At Risk,Stable operations (14959 avg updates) but moderate growth headroom. Monitor capacity trends.
Haryana,Rewari,10087.333333333334,67.16608043984233,1.0,58.3,Adequately Resourced,At Risk,Stable operations (10087 avg updates) but moderate growth headroom. Monitor capacity trends.
Haryana,Rohtak,10316.833333333334,60.84645566142196,1.0,56.3,Adequately Resourced,At Risk,Stable operations (10317 avg updates) but moderate growth headroom. Monitor capacity trends.
Haryana,Sirsa,16475.5,57.80603127246632,1.0,61.3,Adequately Resourced,At Risk,Stable operations (16476 avg updates) but moderate growth headroom. Monitor capacity trends.
Haryana,Sonipat,14782.5,63.96425385822181,1.0,61.8,Adequately Resourced,At Risk,Stable operations (14782 avg updates) but moderate growth headroom. Monitor capacity trends.
Haryana,Yamuna Nagar,15146.333333333334,46.66550171224921,1.0,56.1,Adequately Resourced,At Risk,Stable operations (15146 avg updates) but moderate growth headroom. Monitor capacity trends.
Haryana,Yamunanagar,183.83333333333334,37.33976712277163,1.0,38.2,Adequately Resourced,At Risk,Stable operations (184 avg updates) but moderate growth headroom. Monitor capacity trends.
Himachal Pradesh,Bilaspur,3243.3333333333335,61.82973810148874,1.0,49.8,Adequately Resourced,At Risk,Stable operations (3243 avg updates) but moderate growth headroom. Monitor capacity trends.
Himachal Pradesh,Chamba,5962.833333333333,40.93174236399085,1.0,45.1,Adequately Resourced,At Risk,Stable operations (5963 avg updates) but moderate growth headroom. Monitor capacity trends.
Himachal Pradesh,Hamirpur,3707.0,56.25778198433563,1.0,48.3,Adequately Resourced,At Risk,Stable operations (3707 avg updates) but moderate growth headroom. Monitor capacity trends.
Himachal Pradesh,Kangra,14229.833333333334,52.16408848134804,1.0,57.1,Adequately Resourced,At Risk,Stable operations (14230 avg updates) but moderate growth headroom. Monitor capacity trends.
Himachal Pradesh,Kinnaur,720.0,53.32419980513335,1.0,44.4,Adequately Resourced,At Risk,Stable operations (720 avg updates) but moderate growth headroom. Monitor capacity trends.
Himachal Pradesh,Kullu,3554.8333333333335,44.63903525177802,1.0,44.1,Adequately Resourced,At Risk,Stable operations (3555 avg updates) but moderate growth headroom. Monitor capacity trends.
Himachal Pradesh,Lahaul and Spiti,26.5,23.2491268839109,1.0,29.8,Under-Resourced,At Risk,Limited update activity (26/month) limits current capacity. High volatility suggests process issues.
Himachal Pradesh,Lahul & Spiti,174.4,46.94415520722105,1.0,39.9,Adequately Resourced,At Risk,Stable operations (174 avg updates) but moderate growth headroom. Monitor capacity trends.
Himachal Pradesh,Lahul and Spiti,166.33333333333334,30.1335313061057,1.0,35.7,Adequately Resourced,At Risk,Stable operations (166 avg updates) but moderate growth headroom. Monitor capacity trends.
Himachal Pradesh,Mandi,8830.166666666666,67.63629041889311,1.0,57.3,Adequately Resourced,At Risk,Stable operations (8830 avg updates) but moderate growth headroom. Monitor capacity trends.
Himachal Pradesh,Shimla,6459.166666666667,52.613929511090674,1.0,49.7,Adequately Resourced,At Risk,Stable operations (6459 avg updates) but moderate growth headroom. Monitor capacity trends.
Himachal Pradesh,Sirmaur,5201.0,60.74339110057102,1.0,51.3,Adequately Resourced,At Risk,Stable operations (5201 avg updates) but moderate growth headroom. Monitor capacity trends.
Himachal Pradesh,Solan,4823.666666666667,61.22851783651511,1.0,51.1,Adequately Resourced,At Risk,Stable operations (4824 avg updates) but moderate growth headroom. Monitor capacity trends.
Himachal Pradesh,Una,4789.833333333333,58.90505607568281,1.0,50.3,Adequately Resourced,At Risk,Stable operations (4790 avg updates) but moderate growth headroom. Monitor capacity trends.
Jaipur,Near meera hospital,2.0,50.0,0.5,26.7,Under-Resourced,At Risk,Limited update activity (2/month) limits current capacity. Requires staffing or process review.
Jammu & Kashmir,Anantnag,4.5,26.35971381157268,1.0,30.9,Under-Resourced,At Risk,Limited update activity (4/month) limits current capacity. High volatility suggests process issues.
Jammu & Kashmir,Badgam,3.75,60.01187115197049,1.0,42.7,Adequately Resourced,At Risk,Stable operations (4 avg updates) but moderate growth headroom. Monitor capacity trends.
Jammu & Kashmir,Bandipur,0.3333333333333333,3.1301113244932863,1.0,21.1,Under-Resourced,At Risk,Limited update activity (0/month) limits current capacity. High volatility suggests process issues.
Jammu & Kashmir,Baramula,43.5,55.73346231736577,1.0,41.2,Adequately Resourced,At Risk,Stable operations (44 avg updates) but moderate growth headroom. Monitor capacity trends.
Jammu & Kashmir,Doda,3.0,51.3417119032592,1.0,38.0,Adequately Resourced,At Risk,Stable operations (3 avg updates) but moderate growth headroom. Monitor capacity trends.
Jammu & Kashmir,Jammu,106.25,64.65086489506821,1.0,44.4,Adequately Resourced,At Risk,Stable operations (106 avg updates) but moderate growth headroom. Monitor capacity trends.
Jammu & Kashmir,Kargil,3.25,23.36111925716048,1.0,29.8,Under-Resourced,At Risk,Limited update activity (3/month) limits current capacity. High volatility suggests process issues.
Jammu & Kashmir,Kathua,23.75,47.93439847620134,1.0,38.5,Adequately Resourced,At Risk,Stable operations (24 avg updates) but moderate growth headroom. Monitor capacity trends.
Jammu & Kashmir,Kupwara,2.5,13.354868543205885,1.0,26.3,Under-Resourced,At Risk,Limited update activity (2/month) limits current capacity. High volatility suggests process issues.
Jammu & Kashmir,Leh (ladakh),4.5,30.854441610725996,1.0,32.5,Under-Resourced,At Risk,Limited update activity (4/month) limits current capacity. High volatility suggests process issues.
Jammu & Kashmir,Pulwama,1.0,100.0,1.0,55.0,Adequately Resourced,At Risk,Stable operations (1 avg updates) but moderate growth headroom. Monitor capacity trends.
Jammu & Kashmir,Punch,2.5,35.60103202839479,1.0,34.1,Under-Resourced,At Risk,Limited update activity (2/month) limits current capacity. High volatility suggests process issues.
Jammu & Kashmir,Rajauri,6.75,18.269408882355986,1.0,28.1,Under-Resourced,At Risk,Limited update activity (7/month) limits current capacity. High volatility suggests process issues.
Jammu & Kashmir,Srinagar,6.5,48.07277402106011,1.0,38.5,Adequately Resourced,At Risk,Stable operations (6 avg updates) but moderate growth headroom. Monitor capacity trends.
Jammu & Kashmir,Udhampur,2.75,40.0463982962189,1.0,35.7,Adequately Resourced,At Risk,Stable operations (3 avg updates) but moderate growth headroom. Monitor capacity trends.
Jammu And Kashmir,Doda,0.0,50.0,0.5,26.7,Under-Resourced,At Risk,Limited update activity (0/month) limits current capacity. Requires staffing or process review.
Jammu And Kashmir,Shopian,0.0,50.0,0.5,26.7,Under-Resourced,At Risk,Limited update activity (0/month) limits current capacity. Requires staffing or process review.
Jammu and Kashmir,?,1.0,50.0,0.5,26.7,Under-Resourced,At Risk,Limited update activity (1/month) limits current capacity. Requires staffing or process review.
Jammu and Kashmir,Anantnag,8972.833333333334,32.93174720910051,1.0,45.3,Adequately Resourced,At Risk,Stable operations (8973 avg updates) but moderate growth headroom. Monitor capacity trends.
Jammu and Kashmir,Badgam,2777.5,37.47760694829533,1.0,40.8,Adequately Resourced,At Risk,Stable operations (2778 avg updates) but moderate growth headroom. Monitor capacity trends.
Jammu and Kashmir,Bandipore,3834.3333333333335,37.595727227177974,1.0,41.9,Adequately Resourced,At Risk,Stable operations (3834 avg updates) but moderate growth headroom. Monitor capacity trends.
Jammu and Kashmir,Bandipur,1.0,50.0,0.5,26.7,Under-Resourced,At Risk,Limited update activity (1/month) limits current capacity. Requires staffing or process review.
Jammu and Kashmir,Baramula,10167.666666666666,47.50848698934493,1.0,51.5,Adequately Resourced,At Risk,Stable operations (10168 avg updates) but moderate growth headroom. Monitor capacity trends.
Jammu and Kashmir,Budgam,3978.1666666666665,52.71343031165324,1.0,47.3,Adequately Resourced,At Risk,Stable operations (3978 avg updates) but moderate growth headroom. Monitor capacity trends.
Jammu and Kashmir,Doda,5328.666666666667,37.915999470876194,1.0,43.5,Adequately Resourced,At Risk,Stable operations (5329 avg updates) but moderate growth headroom. Monitor capacity trends.
Jammu and Kashmir,Ganderbal,2302.6666666666665,32.03689953279444,1.0,38.5,Adequately Resourced,At Risk,Stable operations (2303 avg updates) but moderate growth headroom. Monitor capacity trends.
Jammu and Kashmir,Jammu,15127.166666666666,64.6328386555022,1.0,62.4,Adequately Resourced,At Risk,Stable operations (15127 avg updates) but moderate growth headroom. Monitor capacity trends.
Jammu and Kashmir,Kargil,601.6666666666666,25.05780814017789,1.0,34.4,Under-Resourced,At Risk,Limited update activity (602/month) limits current capacity. High volatility suggests process issues.
Jammu and Kashmir,Kathua,6562.666666666667,58.48115660077446,1.0,51.9,Adequately Resourced,At Risk,Stable operations (6563 avg updates) but moderate growth headroom. Monitor capacity trends.
Jammu and Kashmir,Kishtwar,2876.5,41.07720126217742,1.0,42.2,Adequately Resourced,At Risk,Stable operations (2876 avg updates) but moderate growth headroom. Monitor capacity trends.
Jammu and Kashmir,Kulgam,3442.6666666666665,48.137238409735524,1.0,45.2,Adequately Resourced,At Risk,Stable operations (3443 avg updates) but moderate growth headroom. Monitor capacity trends.
Jammu and Kashmir,Kupwara,8867.833333333334,51.75820721322412,1.0,51.8,Adequately Resourced,At Risk,Stable operations (8868 avg updates) but moderate growth headroom. Monitor capacity trends.
Jammu and Kashmir,Leh,481.5,34.95678881036214,1.0,37.7,Adequately Resourced,At Risk,Stable operations (482 avg updates) but moderate growth headroom. Monitor capacity trends.
Jammu and Kashmir,Poonch,2.0,24.31167344342142,1.0,26.8,Under-Resourced,At Risk,Limited update activity (2/month) limits current capacity. High volatility suggests process issues.
Jammu and Kashmir,Pulwama,6558.0,38.2992051584888,0.5,37.3,Adequately Resourced,At Risk,Stable operations (6558 avg updates) but moderate growth headroom. Improve anomaly response.
Jammu and Kashmir,Punch,7298.833333333333,50.27007360607737,1.0,49.7,Adequately Resourced,At Risk,Stable operations (7299 avg updates) but moderate growth headroom. Monitor capacity trends.
Jammu and Kashmir,Rajouri,7860.333333333333,41.240579536992044,1.0,47.1,Adequately Resourced,At Risk,Stable operations (7860 avg updates) but moderate growth headroom. Monitor capacity trends.
Jammu and Kashmir,Ramban,4424.833333333333,27.054441013258984,0.5,31.3,Under-Resourced,At Risk,Limited update activity (4425/month) limits current capacity. High volatility suggests process issues.
Jammu and Kashmir,Reasi,3131.6666666666665,55.17587850536588,1.0,47.4,Adequately Resourced,At Risk,Stable operations (3132 avg updates) but moderate growth headroom. Monitor capacity trends.
Jammu and Kashmir,Samba,1845.1666666666667,57.114844149874635,1.0,46.8,Adequately Resourced,At Risk,Stable operations (1845 avg updates) but moderate growth headroom. Monitor capacity trends.
Jammu and Kashmir,Shupiyan,2406.8333333333335,54.60083447408823,1.0,46.5,Adequately Resourced,At Risk,Stable operations (2407 avg updates) but moderate growth headroom. Monitor capacity trends.
Jammu and Kashmir,Srinagar,13672.833333333334,37.762500863500605,1.0,51.5,Adequately Resourced,At Risk,Stable operations (13673 avg updates) but moderate growth headroom. Monitor capacity trends.
Jammu and Kashmir,Udhampur,6141.833333333333,54.38568757159887,1.0,50.0,Adequately Resourced,At Risk,Stable operations (6142 avg updates) but moderate growth headroom. Monitor capacity trends.
Jammu and Kashmir,punch,0.0,50.0,0.5,26.7,Under-Resourced,At Risk,Limited update activity (0/month) limits current capacity. Requires staffing or process review.
Jammu and Kashmir,udhampur,1.0,50.0,0.5,26.7,Under-Resourced,At Risk,Limited update activity (1/month) limits current capacity. Requires staffing or process review.
Jharkhand,Bokaro,16905.0,51.917657488817916,1.0,59.6,Adequately Resourced,At Risk,Stable operations (16905 avg updates) but moderate growth headroom. Monitor capacity trends.
Jharkhand,Bokaro *,0.75,26.35971381157268,1.0,30.9,Under-Resourced,At Risk,Limited update activity (1/month) limits current capacity. High volatility suggests process issues.
Jharkhand,Chatra,11702.0,39.20165759865026,1.0,50.1,Adequately Resourced,At Risk,Stable operations (11702 avg updates) but moderate growth headroom. Monitor capacity trends.
Jharkhand,Deoghar,11613.833333333334,43.589760765441014,1.0,51.6,Adequately Resourced,At Risk,Stable operations (11614 avg updates) but moderate growth headroom. Monitor capacity trends.
Jharkhand,Dhanbad,22509.0,51.674870937123494,1.0,65.0,Well Resourced,At Risk,Strong operational capacity with 22509 avg monthly updates and 52/100 stability. Monitor for demand surge.
Jharkhand,Dumka,11763.333333333334,44.65650087710958,1.0,52.1,Adequately Resourced,At Risk,Stable operations (11763 avg updates) but moderate growth headroom. Monitor capacity trends.
Jharkhand,East Singhbhum,18498.666666666668,54.46861471707304,1.0,62.1,Adequately Resourced,At Risk,Stable operations (18499 avg updates) but moderate growth headroom. Monitor capacity trends.
Jharkhand,East Singhbum,0.0,50.0,0.5,26.7,Under-Resourced,At Risk,Limited update activity (0/month) limits current capacity. Requires staffing or process review.
Jharkhand,Garhwa,14382.166666666666,51.90741139692353,1.0,57.2,Adequately Resourced,At Risk,Stable operations (14382 avg updates) but moderate growth headroom. Monitor capacity trends.
Jharkhand,Garhwa *,910.6666666666666,49.45945054030844,1.0,43.2,Adequately Resourced,At Risk,Stable operations (911 avg updates) but moderate growth headroom. Monitor capacity trends.
Jharkhand,Giridih,19433.166666666668,41.82034380122661,1.0,58.6,Adequately Resourced,At Risk,Stable operations (19433 avg updates) but moderate growth headroom. Monitor capacity trends.
Jharkhand,Godda,13420.5,41.02056185175545,1.0,52.4,Adequately Resourced,At Risk,Stable operations (13420 avg updates) but moderate growth headroom. Monitor capacity trends.
Jharkhand,Gumla,14229.666666666666,41.23617830480638,1.0,53.3,Adequately Resourced,At Risk,Stable operations (14230 avg updates) but moderate growth headroom. Monitor capacity trends.
Jharkhand,Hazaribag,1792.8333333333333,37.90993093609067,1.0,40.0,Adequately Resourced,At Risk,Stable operations (1793 avg updates) but moderate growth headroom. Monitor capacity trends.
Jharkhand,Hazaribagh,13380.0,43.98249412982895,1.0,53.4,Adequately Resourced,At Risk,Stable operations (13380 avg updates) but moderate growth headroom. Monitor capacity trends.
Jharkhand,Jamtara,7019.5,49.02788038389176,1.0,49.0,Adequately Resourced,At Risk,Stable operations (7020 avg updates) but moderate growth headroom. Monitor capacity trends.
Jharkhand,Khunti,6712.833333333333,59.654425199111415,1.0,52.4,Adequately Resourced,At Risk,Stable operations (6713 avg updates) but moderate growth headroom. Monitor capacity trends.
Jharkhand,Kodarma,837.1666666666666,43.465244496555556,1.0,41.0,Adequately Resourced,At Risk,Stable operations (837 avg updates) but moderate growth headroom. Monitor capacity trends.
Jharkhand,Koderma,5211.666666666667,51.12244980838386,1.0,48.0,Adequately Resourced,At Risk,Stable operations (5212 avg updates) but moderate growth headroom. Monitor capacity trends.
Jharkhand,Latehar,8254.0,39.59547758129534,1.0,46.9,Adequately Resourced,At Risk,Stable operations (8254 avg updates) but moderate growth headroom. Monitor capacity trends.
Jharkhand,Lohardaga,5264.833333333333,54.974907852641074,1.0,49.4,Adequately Resourced,At Risk,Stable operations (5265 avg updates) but moderate growth headroom. Monitor capacity trends.
Jharkhand,Pakaur,580.0,36.42198585942582,1.0,38.3,Adequately Resourced,At Risk,Stable operations (580 avg updates) but moderate growth headroom. Monitor capacity trends.
Jharkhand,Pakur,6668.0,53.970085381392366,1.0,50.4,Adequately Resourced,At Risk,Stable operations (6668 avg updates) but moderate growth headroom. Monitor capacity trends.
Jharkhand,Palamau,660.1666666666666,33.84502854381614,1.0,37.5,Adequately Resourced,At Risk,Stable operations (660 avg updates) but moderate growth headroom. Monitor capacity trends.
Jharkhand,Palamu,20233.833333333332,42.41773813775115,1.0,59.6,Adequately Resourced,At Risk,Stable operations (20234 avg updates) but moderate growth headroom. Monitor capacity trends.
Jharkhand,Pashchimi Singhbhum,2266.1666666666665,51.141878064406534,1.0,45.1,Adequately Resourced,At Risk,Stable operations (2266 avg updates) but moderate growth headroom. Monitor capacity trends.
Jharkhand,Purbi Singhbhum,2569.0,55.105262893557835,1.0,46.8,Adequately Resourced,At Risk,Stable operations (2569 avg updates) but moderate growth headroom. Monitor capacity trends.
Jharkhand,Ramgarh,6886.166666666667,41.67275625716616,1.0,46.3,Adequately Resourced,At Risk,Stable operations (6886 avg updates) but moderate growth headroom. Monitor capacity trends.
Jharkhand,Ranchi,24298.666666666668,53.52451406332634,1.0,67.4,Well Resourced,At Risk,Strong operational capacity with 24299 avg monthly updates and 54/100 stability. Monitor for demand surge.
Jharkhand,Sahebganj,12567.666666666666,42.30823427906006,1.0,52.1,Adequately Resourced,At Risk,Stable operations (12568 avg updates) but moderate growth headroom. Monitor capacity trends.
Jharkhand,Sahibganj,566.8333333333334,29.682986851865685,1.0,35.9,Adequately Resourced,At Risk,Stable operations (567 avg updates) but moderate growth headroom. Monitor capacity trends.
Jharkhand,Seraikela-Kharsawan,9317.5,56.65606973608741,1.0,53.9,Adequately Resourced,At Risk,Stable operations (9318 avg updates) but moderate growth headroom. Monitor capacity trends.
Jharkhand,Seraikela-kharsawan,2288.1666666666665,42.743732128303485,1.0,42.2,Adequately Resourced,At Risk,Stable operations (2288 avg updates) but moderate growth headroom. Monitor capacity trends.
Jharkhand,Simdega,8391.166666666666,58.01838544094634,1.0,53.5,Adequately Resourced,At Risk,Stable operations (8391 avg updates) but moderate growth headroom. Monitor capacity trends.
Jharkhand,West Singhbhum,18457.5,56.089308818398976,1.0,62.6,Adequately Resourced,At Risk,Stable operations (18458 avg updates) but moderate growth headroom. Monitor capacity trends.
Karnataka,Bagalkot,13216.0,64.80650202899028,1.0,60.6,Adequately Resourced,At Risk,Stable operations (13216 avg updates) but moderate growth headroom. Monitor capacity trends.
Karnataka,Bagalkot *,403.1666666666667,33.77645034347253,1.0,37.2,Adequately Resourced,At Risk,Stable operations (403 avg updates) but moderate growth headroom. Monitor capacity trends.
Karnataka,Ballari,6264.166666666667,55.09607906259476,1.0,50.4,Adequately Resourced,At Risk,Stable operations (6264 avg updates) but moderate growth headroom. Monitor capacity trends.
Karnataka,Bangalore,27882.833333333332,68.79360107603638,1.0,76.2,Well Resourced,Yes,Strong operational capacity with 27883 avg monthly updates and 69/100 stability. Ready for demand growth.
Karnataka,Bangalore Rural,9684.333333333334,51.935059542869176,1.0,52.6,Adequately Resourced,At Risk,Stable operations (9684 avg updates) but moderate growth headroom. Monitor capacity trends.
Karnataka,Belagavi,13770.5,47.400548835486376,1.0,55.0,Adequately Resourced,At Risk,Stable operations (13770 avg updates) but moderate growth headroom. Monitor capacity trends.
Karnataka,Belgaum,18893.166666666668,53.692481419501156,1.0,62.2,Adequately Resourced,At Risk,Stable operations (18893 avg updates) but moderate growth headroom. Monitor capacity trends.
Karnataka,Bellary,10715.666666666666,63.875990632132364,1.0,57.8,Adequately Resourced,At Risk,Stable operations (10716 avg updates) but moderate growth headroom. Monitor capacity trends.
Karnataka,Bengaluru,61597.666666666664,58.248170345037344,1.0,85.4,Well Resourced,At Risk,Strong operational capacity with 61598 avg monthly updates and 58/100 stability. Monitor for demand surge.
Karnataka,Bengaluru Rural,14.833333333333334,19.161664245166072,1.0,31.7,Under-Resourced,At Risk,Limited update activity (15/month) limits current capacity. High volatility suggests process issues.
Karnataka,Bengaluru South,965.0,42.43948152470703,1.0,37.5,Adequately Resourced,At Risk,Stable operations (965 avg updates) but moderate growth headroom. Monitor capacity trends.
Karnataka,Bengaluru Urban,0.0,100.0,1.0,55.0,Adequately Resourced,At Risk,Stable operations (0 avg updates) but moderate growth headroom. Monitor capacity trends.
Karnataka,Bidar,14026.666666666666,61.44232452278868,1.0,60.2,Adequately Resourced,At Risk,Stable operations (14027 avg updates) but moderate growth headroom. Monitor capacity trends.
Karnataka,Bijapur,9512.333333333334,55.59278585537824,1.0,53.7,Adequately Resourced,At Risk,Stable operations (9512 avg updates) but moderate growth headroom. Monitor capacity trends.
Karnataka,Bijapur(KAR),3.5,16.92051103655935,1.0,27.6,Under-Resourced,At Risk,Limited update activity (4/month) limits current capacity. High volatility suggests process issues.
Karnataka,Chamarajanagar,430.6666666666667,36.452792761030615,1.0,38.2,Adequately Resourced,At Risk,Stable operations (431 avg updates) but moderate growth headroom. Monitor capacity trends.
Karnataka,Chamarajanagar *,29.5,55.883921466523745,1.0,41.3,Adequately Resourced,At Risk,Stable operations (30 avg updates) but moderate growth headroom. Monitor capacity trends.
